Loan ID,Branch,Region,Postal Code,Industry,Disbursement Date,Principal Amount ,Loan Status,Days Overdue,Risk Rating,Interest Income,Client Name,Bank
2077895008,CHICAGO,Midwest,62882,Retail & Wholesale Trade,10/18/2016,68571,Active,0,Standard,8228.52,Crossroads Mortgage,U.S. BANK NATIONAL ASSOCIATION
2080316006,CHICAGO,Midwest,61547,Construction,5/24/2016,105000,Active,0,Standard,12600,SILICON VALLEY LOFTS & CONDOS,HERITAGE BANK OF COMMERCE
2082216004,NEW YORK,Northeast,10517,Construction,5/25/2016,48948,Default,177,Critical,5873.76,AMBER HUSSAIN REALTOR,BANCO POPULAR NORTH AMERICA
2082246002,PHOENIX,West,85500,Construction,5/25/2016,11688,Default,175,Critical,1402.56,AMBER HUSSAIN REALTOR,BANCO POPULAR NORTH AMERICA
2085066002,ATLANTA,South,38982,Real Estate Development,5/25/2016,10000,Active,0,Standard,1200,RAY CHOISELAT PROPERTY MANAGEM,"CITIBANK, N.A."
2085625008,SEATTLE,West,98050,Hospitality & Tourism,10/23/2016,50192,Default,93,Critical,6023.04,Mortgage & Real Estate Investm,U.S. BANK NATIONAL ASSOCIATION
2086046009,NEW YORK,Northeast,14556,Construction,5/25/2016,475000,Active,0,Standard,57000,RELI INVESTMENT GROUP LLC,CDC SMALL BUS. FINAN CORP
2089865007,CHICAGO,Midwest,61084,Construction,10/25/2016,15000,Active,0,Standard,1800,"CSB, INC",CAPITAL ONE NATL ASSOC
2091235005,CHICAGO,Midwest,60354,Construction,10/25/2016,232760,Active,0,Standard,27931.2,SELECTION REALTY & MORTGAGE,U.S. BANK NATIONAL ASSOCIATION
2092325010,DALLAS,South,79135,Education & Training Institutions,10/25/2016,70000,Active,0,Standard,8400,"Myung Bo Shim, dba: Video Alls",SHINHAN BANK AMERICA
2092915010,HOUSTON,South,79237,Agriculture & Farming,10/26/2016,25000,Active,0,Standard,3000,PHILIP GARY JACKSON DBA FIRST,CAPITAL ONE NATL ASSOC
2093204004,BOSTON,Northeast,2694,Energy & Utilities,5/28/2008,360000,Active,0,Standard,43200,"JUNE LAKE JUNCTION, INC",MISSION BANK
2093375005,HOUSTON,South,79874,Retail & Wholesale Trade,10/26/2016,791000,Default,53,Watchlist,94920,Sambath Som & Nelson Nguyen (E,BBCN BANK
2097826002,MIAMI,South,32905,E-commerce & Online Marketplaces,5/30/2016,58725,Default,157,Critical,7047,SO-CAL A/V,JPMORGAN CHASE BANK NATL ASSOC
2097875010,PHOENIX,West,85971,Construction,10/30/2016,35000,Default,167,Critical,4200,"JOHN GRAHAM REALTORS, INC.",CAPITAL ONE NATL ASSOC
2098565002,MIAMI,South,34538,Construction,10/30/2016,50000,Active,0,Standard,6000,MMTC FINANCIAL CORP.,CAPITAL ONE NATL ASSOC
2101435000,DENVER,West,80713,Construction,10/31/2016,25000,Active,0,Standard,3000,"MANNY PROFESSIONAL SERVICES, I",CAPITAL ONE NATL ASSOC
2102184003,DENVER,West,81000,Education & Training Institutions,6/1/2008,60000,Active,0,Standard,7200,FAYE'S VIDEO,"UNION BANK, N.A."
2107375007,DENVER,West,80809,Construction,11/2/2016,62500,Default,152,Critical,7500,Pinnacle Homes and Loans,BANK OF AMERICA NATL ASSOC
2107705010,BOSTON,Northeast,2184,Retail & Wholesale Trade,11/2/2016,25000,Active,0,Standard,3000,DENNIS S. HALL,U.S. BANK NATIONAL ASSOCIATION
2110605005,ATLANTA,South,38555,Construction,11/6/2016,35000,Default,64,Watchlist,4200,"KEEP IT SIMPLE, LLC",CAPITAL ONE NATL ASSOC
2117256006,SEATTLE,West,98328,Construction,6/4/2016,590600,Default,126,Critical,70872,JEDEDIAH GROUP INC,AURORA BANK FSB
2117265002,SEATTLE,West,98762,Media & Entertainment,11/8/2016,264888,Active,0,Standard,31786.56,JOHN M. GALLOWAY,U.S. BANK NATIONAL ASSOCIATION
2117595007,CHICAGO,Midwest,61498,Retail & Wholesale Trade,11/8/2016,40212,Default,148,Critical,4825.44,Celeste Asaro,U.S. BANK NATIONAL ASSOCIATION
2120486006,ATLANTA,South,39435,Construction,6/5/2016,531700,Default,78,Watchlist,63804,GUZMAN PROPERTIES AND LOANS IN,WELLS FARGO BANK NATL ASSOC
2120635007,NEW YORK,Northeast,10019,Construction,11/12/2016,52000,Default,119,Critical,6240,Stanley Escrow Corporation,BANK OF AMERICA NATL ASSOC
2121315007,BOSTON,Northeast,2413,Retail & Wholesale Trade,11/12/2016,45818,Default,147,Critical,5498.16,SD CONSULTING LLC,U.S. BANK NATIONAL ASSOCIATION
2122996010,SEATTLE,West,98305,Hospitality & Tourism,6/5/2016,67146,Default,159,Critical,8057.52,KEITH ANDERSON INC,JPMORGAN CHASE BANK NATL ASSOC
2123085003,SEATTLE,West,98848,Construction,11/13/2016,74900,Default,46,Watchlist,8988,"Millennium One Realty, Inc.",MUFG UNION BANK NATL ASSOC
2124735010,HOUSTON,South,76855,Information Technology Services,11/13/2016,102653,Active,0,Standard,12318.36,Luxor International A.V. Corpo,U.S. BANK NATIONAL ASSOCIATION
2126394001,CHICAGO,Midwest,62460,Healthcare Services,6/10/2008,50000,Active,0,Standard,6000,RENT-A-WRECK,WILSHIRE BANK
2128956010,HOUSTON,South,78604,Retail & Wholesale Trade,6/6/2016,109300,Active,0,Standard,13116,REAL ESTATE CAPITAL GROUP INC,"CITIBANK, N.A."
2133795008,BOSTON,Northeast,1435,Construction,11/19/2016,11850,Default,106,Critical,1422,Glenda M Aparicio,BANK OF AMERICA NATL ASSOC
2133855002,SEATTLE,West,99054,Retail & Wholesale Trade,11/19/2016,19500,Default,174,Critical,2340,Twins Real Estate Services Inc,BANK OF AMERICA NATL ASSOC
2134235006,BOSTON,Northeast,1848,Real Estate Development,11/19/2016,88080,Default,116,Critical,10569.6,Vgoa Inc.,U.S. BANK NATIONAL ASSOCIATION
2134455002,DALLAS,South,77632,Hospitality & Tourism,11/19/2016,36379,Active,0,Standard,4365.48,"T-SAP Enterprises, Inc.",U.S. BANK NATIONAL ASSOCIATION
2134634001,SEATTLE,West,98828,Education & Training Institutions,6/14/2008,60000,Active,0,Standard,7200,VIDEO TO GO PLUS,MONTEREY COUNTY BANK
2137895000,MIAMI,South,34846,Construction,11/20/2016,250000,Active,0,Standard,30000,"Avina & Hageman, Inc. dba: Gol",BANK OF THE SIERRA
2141394010,DENVER,West,80416,Education & Training Institutions,6/16/2008,100000,Active,0,Standard,12000,P.C.H. SUPER MOVIES N YOU,WILSHIRE BANK
2143805002,DENVER,West,80335,Construction,11/26/2016,32100,Active,0,Standard,3852,JM Karbowski & Co,U.S. BANK NATIONAL ASSOCIATION
2147255000,DENVER,West,81227,Hospitality & Tourism,11/27/2016,159432,Default,115,Critical,19131.84,"Lamax Development, Inc.",BANK OF AMERICA NATL ASSOC
2147846007,ATLANTA,South,38562,Retail & Wholesale Trade,6/13/2016,150000,Default,69,Watchlist,18000,TRACYOURSALES.NET ESCROW INCOR,WELLS FARGO BANK NATL ASSOC
2151956008,DENVER,West,80457,Construction,6/14/2016,63864,Default,130,Critical,7663.68,TKZ REALTY,JPMORGAN CHASE BANK NATL ASSOC
2153995006,BOSTON,Northeast,2180,Construction,11/29/2016,85682,Default,63,Watchlist,10281.84,JOHN WOODALL,U.S. BANK NATIONAL ASSOCIATION
2155214003,MIAMI,South,32010,Education & Training Institutions,6/23/2008,29000,Active,0,Standard,3480,SDSB ENTERTAINMENT GROUP INC A,BANK OF AMERICA CALIFORNIA N.A
2155836004,MIAMI,South,33711,Construction,6/15/2016,97836,Default,53,Watchlist,11740.32,TOMI REALTY INC,WELLS FARGO BANK NATL ASSOC
2161834008,NEW YORK,Northeast,10483,Education & Training Institutions,6/25/2008,881800,Active,0,Standard,105816,VIDEOZONE,CALIFORNIA BANK & TRUST
2167155002,SEATTLE,West,99383,Construction,12/7/2016,339070,Default,99,Critical,40688.4,"BENTLEY CAPITAL, INC.",U.S. BANK NATIONAL ASSOCIATION
2167724000,MIAMI,South,33954,Education & Training Institutions,6/29/2008,105000,Active,0,Standard,12600,VIDEO SUPER SHOP,COMMUNITY W. BANK NATL ASSOC
2168646005,SEATTLE,West,99239,Construction,6/20/2016,20646,Default,64,Watchlist,2477.52,DOS AMIGOS ENTERPRISES INC,BANCO POPULAR NORTH AMERICA
2169086005,PHOENIX,West,86120,Construction,6/20/2016,640700,Default,168,Critical,76884,CASAS USA,CALIFORNIA UNITED BANK
2169445010,PHOENIX,West,85445,Construction,12/10/2016,12550,Active,0,Standard,1506,Mugen Investment Corp.,BANK OF AMERICA NATL ASSOC
2169625005,SEATTLE,West,98424,Construction,12/10/2016,110000,Default,126,Critical,13200,The Bond Group,CALIFORNIA BANK & TRUST
2173334008,PHOENIX,West,85810,Textile & Apparel,7/1/2008,188000,Active,0,Standard,22560,ARMCO MANGEMENT INC.,FIRST NATL BK OF NORTHERN CALI
2173526009,PHOENIX,West,86078,Construction,6/21/2016,230500,Active,0,Standard,27660,NDP GROUP LLC A CALIFORNIA LIM,FIRST-CITIZENS BK & TR CO
2174116006,BOSTON,Northeast,2294,Construction,6/21/2016,389000,Active,0,Standard,46680,RE MAX LEGACY,CDC SMALL BUS. FINAN CORP
2174685006,HOUSTON,South,79896,Retail & Wholesale Trade,12/12/2016,40808,Default,46,Watchlist,4896.96,"ROYSTARICA, INC.",U.S. BANK NATIONAL ASSOCIATION
2175075002,CHICAGO,Midwest,60121,Construction,12/12/2016,50000,Active,0,Standard,6000,J.K.H. Enterprises.,U.S. BANK NATIONAL ASSOCIATION
2176186009,HOUSTON,South,75977,Construction,6/22/2016,115984,Default,110,Critical,13918.08,HELP U SELL DISTINCTIVE HOMES,MUFG UNION BANK NATL ASSOC
2176276001,HOUSTON,South,77238,Construction,6/22/2016,18770,Active,0,Standard,2252.4,ENRIQUE SILVA PEREZ,MUFG UNION BANK NATL ASSOC
2176765010,SEATTLE,West,99139,Construction,12/13/2016,25000,Default,158,Critical,3000,"Zoonie, Inc.",UMPQUA BANK
2176935002,DENVER,West,80366,Hospitality & Tourism,12/13/2016,127962,Default,114,Critical,15355.44,"VIABLE VENTURES UNLIMITED, INC",CAPITAL ONE NATL ASSOC
2179075010,DALLAS,South,75084,Construction,12/14/2016,100000,Default,170,Critical,12000,LOAN CHALET CORPORATION,CAPITAL ONE NATL ASSOC
2182425009,HOUSTON,South,76549,Retail & Wholesale Trade,12/17/2016,38876,Default,154,Critical,4665.12,"London Real Estate & Loan, Inc",U.S. BANK NATIONAL ASSOCIATION
2185214004,BOSTON,Northeast,1800,Healthcare Services,7/8/2008,180000,Active,0,Standard,21600,RENT A WRECK,U.S. BANK NATIONAL ASSOCIATION
2186305005,NEW YORK,Northeast,11679,Agriculture & Farming,12/19/2016,25000,Active,0,Standard,3000,EXPRESS REAL ESTATE & FINANCIA,CAPITAL ONE NATL ASSOC
2186586004,ATLANTA,South,32557,Construction,6/27/2016,50000,Active,0,Standard,6000,MOUNT OLYMPUS ESTATES LLC,JPMORGAN CHASE BANK NATL ASSOC
2188266006,MIAMI,South,32097,Hospitality & Tourism,6/27/2016,54913,Default,97,Critical,6589.56,THE RAD CORP,JPMORGAN CHASE BANK NATL ASSOC
2189585003,MIAMI,South,33817,Consulting Services,12/20/2016,22500,Active,0,Standard,2700,"S & S Transport and Logistics,",BANK OF AMERICA NATL ASSOC
2194164004,BOSTON,Northeast,1467,Energy & Utilities,7/13/2008,50000,Active,0,Standard,6000,PRODUCTION TRANSPORTATION SERV,BANK OF AMERICA CALIFORNIA N.A
2198595008,MIAMI,South,34216,Retail & Wholesale Trade,12/28/2016,35000,Default,73,Watchlist,4200,"A J Investment Enterprises, LL",BANK OF AMERICA NATL ASSOC
2200784010,DALLAS,South,75129,Energy & Utilities,7/16/2008,688500,Active,0,Standard,82620,PREMIERE STUDIO RENTALS,U.S. BANK NATIONAL ASSOCIATION
2205016004,SEATTLE,West,99126,Construction,7/4/2016,610000,Default,59,Watchlist,73200,Kaimana Inc,ONEWEST BANK NATL ASSOC
2205275005,CHICAGO,Midwest,62979,Construction,1/3/2017,100000,Default,171,Critical,12000,"WILLIAM N. JOHNSON, INC. DBA W",CAPITAL ONE NATL ASSOC
2206206004,CHICAGO,Midwest,61250,Retail & Wholesale Trade,7/4/2016,77538,Default,42,Watchlist,9304.56,CALCOAST ESCROW INC,WELLS FARGO BANK NATL ASSOC
2208705009,MIAMI,South,33139,Agriculture & Farming,1/7/2017,15000,Default,125,Critical,1800,MARK ADAMS INC. DBA MARK ADAMS,CAPITAL ONE NATL ASSOC
2216015003,DENVER,West,80762,Construction,1/9/2017,20000,Default,76,Watchlist,2400,I-Park Business Managment Fina,BBCN BANK
2217456004,SEATTLE,West,99126,Agriculture & Farming,7/9/2016,29961,Default,160,Critical,3595.32,MARK ADAMS APPRAISAL,WELLS FARGO BANK NATL ASSOC
2218405006,HOUSTON,South,75283,Food & Beverage Production,1/10/2017,39274,Default,65,Watchlist,4712.88,PIZAZZ PARTY RENTAL,U.S. BANK NATIONAL ASSOCIATION
2219165008,DALLAS,South,77540,Retail & Wholesale Trade,1/11/2017,109424,Default,111,Critical,13130.88,"Special Reserve Properties, In",U.S. BANK NATIONAL ASSOCIATION
2222705005,SEATTLE,West,98652,Construction,1/15/2017,23489,Default,120,Critical,2818.68,Arquest Mortgage Solutions,BANK OF AMERICA NATL ASSOC
2223676007,SEATTLE,West,98164,Retail & Wholesale Trade,7/11/2016,101056,Default,38,Watchlist,12126.72,MLJ & ASSOCIATES,BANCO POPULAR NORTH AMERICA
2223706003,PHOENIX,West,85350,Retail & Wholesale Trade,7/11/2016,14649,Default,123,Critical,1757.88,MLJ & ASSOCIATES,BANCO POPULAR NORTH AMERICA
2225236008,NEW YORK,Northeast,12423,Advertising & Marketing Agencies,7/11/2016,497000,Active,0,Standard,59640,JIMBOY'S TACOS,CERTIFIED DEVEL CORP OF TULARE
2227115004,DENVER,West,80383,Education & Training Institutions,1/17/2017,15000,Default,145,Critical,1800,Opaane Video,BBCN BANK
2227475007,NEW YORK,Northeast,11669,Media & Entertainment,1/17/2017,94049,Active,0,Standard,11285.88,"LAKEVIEW FINANCIAL, INC.",U.S. BANK NATIONAL ASSOCIATION
2228215001,HOUSTON,South,75400,Retail & Wholesale Trade,1/17/2017,35266,Default,165,Critical,4231.92,"HORSE AND HOME, INC",U.S. BANK NATIONAL ASSOCIATION
2230636004,HOUSTON,South,76780,Food & Beverage Production,7/12/2016,14950,Default,88,Watchlist,1794,REZADO'S PARTY SUPPLY,"CITIBANK, N.A."
2231435009,HOUSTON,South,75910,Hospitality & Tourism,1/21/2017,19000,Default,144,Critical,2280,Tienken Realty,BANK OF AMERICA NATL ASSOC
2231945009,CHICAGO,Midwest,60629,Construction,1/21/2017,15000,Default,105,Critical,1800,Neuhausen & Associates,BBCN BANK
2234005004,HOUSTON,South,77012,Food & Beverage Production,1/21/2017,67500,Default,150,Critical,8100,Tina & Michael Kellerhals dba:,BANK OF THE SIERRA
2234015007,HOUSTON,South,75703,Food & Beverage Production,1/21/2017,10000,Default,51,Watchlist,1200,Tina & Michael Kellerhals dba:,BANK OF THE SIERRA
2234775001,MIAMI,South,33180,Hospitality & Tourism,1/22/2017,89000,Default,168,Critical,10680,Millineums Central,BANK OF AMERICA NATL ASSOC
2235195006,HOUSTON,South,75290,Construction,1/22/2017,96367,Active,0,Standard,11564.04,BROKERAGE SERVICES,U.S. BANK NATIONAL ASSOCIATION
2235465004,CHICAGO,Midwest,62701,Construction,1/22/2017,87550,Active,0,Standard,10506,Premier American Funding Inc.,BANK OF AMERICA NATL ASSOC
2236295003,DALLAS,South,78635,Information Technology Services,1/22/2017,526000,Active,0,Standard,63120,"Lux Lighting, LLC",U.S. BANK NATIONAL ASSOCIATION
2238665000,CHICAGO,Midwest,61757,Oil & Gas,1/23/2017,193200,Default,126,Critical,23184,"Creative Concepts, Inc.",TELESIS COMMUNITY CU
2238756010,NEW YORK,Northeast,10992,Construction,7/16/2016,52508,Default,67,Watchlist,6300.96,AFI AND ASSOCIATES REAL ESTATE,WELLS FARGO BANK NATL ASSOC
2239675005,DALLAS,South,78868,Construction,1/24/2017,163743,Default,42,Watchlist,19649.16,THE REAL ESTATE & LOAN CONSULT,U.S. BANK NATIONAL ASSOCIATION
2242185001,NEW YORK,Northeast,12929,Construction,1/25/2017,81750,Default,143,Critical,9810,"GTI Industries, Inc.dba Great",BANK OF AMERICA NATL ASSOC
2245475000,DALLAS,South,78260,Agriculture & Farming,1/28/2017,100000,Default,43,Watchlist,12000,"W.S.H., LLC",CAPITAL ONE NATL ASSOC
2246055005,DALLAS,South,77557,Construction,1/28/2017,19300,Active,0,Standard,2316,"Infinitum Investment Corp, Inc",U.S. BANK NATIONAL ASSOCIATION
2250255009,HOUSTON,South,75662,Construction,1/30/2017,65000,Default,129,Critical,7800,Creative Lending Solutions,CALIFORNIA BANK & TRUST
2250565008,DENVER,West,80151,Agriculture & Farming,1/30/2017,50000,Active,0,Standard,6000,ALLEN LEWIS BEST DBA ALLEN BES,CAPITAL ONE NATL ASSOC
2251455001,MIAMI,South,34471,Information Technology Services,1/30/2017,10000,Default,60,Watchlist,1200,Cj Bennett Investments Llc,BBCN BANK
2251755008,CHICAGO,Midwest,62631,Education & Training Institutions,1/30/2017,82500,Default,47,Watchlist,9900,YOON KYUNG JOO DBA JAZZ VIDEO,BBCN BANK
2253426003,HOUSTON,South,78697,Agriculture & Farming,7/20/2016,20000,Default,143,Critical,2400,PLATINUM REAL ESTATE GROUP INC,"CITIBANK, N.A."
2258535004,DENVER,West,80508,Retail & Wholesale Trade,2/4/2017,101173,Default,92,Critical,12140.76,"DNY ENTERPRISES, INC.",CAPITAL ONE NATL ASSOC
2259186004,PHOENIX,West,86293,Education & Training Institutions,7/23/2016,100000,Active,0,Standard,12000,MR VIDEO & VIDEO FOX #2,BBCN BANK
2259535006,SEATTLE,West,99367,Construction,2/4/2017,55000,Default,142,Critical,6600,"Casper Investments, Inc.",BANK OF AMERICA NATL ASSOC
2262005001,SEATTLE,West,99189,Construction,2/5/2017,22543,Default,116,Critical,2705.16,"American First Realtors, Inc.",U.S. BANK NATIONAL ASSOCIATION
2262165003,CHICAGO,Midwest,61297,Agriculture & Farming,2/5/2017,83323,Default,171,Critical,9998.76,"CDS Appraisal Serivices, Inc.",BANK OF AMERICA NATL ASSOC
2263646003,BOSTON,Northeast,2787,Agriculture & Farming,7/24/2016,70460,Active,0,Standard,8455.2,EXPRESS APPRAISAL SERVICES,JPMORGAN CHASE BANK NATL ASSOC
2264245007,ATLANTA,South,30598,Agriculture & Farming,2/6/2017,69000,Default,130,Critical,8280,Pacific Valuation Services,BANK OF AMERICA NATL ASSOC
2265505004,BOSTON,Northeast,1544,Construction,2/7/2017,100000,Default,170,Critical,12000,"CEYLON, CORP DBA CEYLON DEVELO",CAPITAL ONE NATL ASSOC
2266465007,DENVER,West,81091,Food & Beverage Production,2/7/2017,37500,Active,0,Standard,4500,"EventRents, Inc.",MUFG UNION BANK NATL ASSOC
2269646004,MIAMI,South,33282,Construction,7/26/2016,240000,Default,106,Critical,28800,JEANETTE GARCIA & EDELMIRA TOR,COAST NATIONAL BANK
2269676002,BOSTON,Northeast,1661,Construction,7/26/2016,160000,Default,39,Watchlist,19200,JEANETTE GARCIA & EDELMIRA TOR,COAST NATIONAL BANK
2270186005,BOSTON,Northeast,1640,Construction,7/26/2016,341000,Active,0,Standard,40920,URBAN BAY PROPERTIES INC,MORTGAGE CAP. DEVEL CORP
2271146006,PHOENIX,West,85334,Construction,7/26/2016,120000,Default,158,Critical,14400,REALTY WORLD REAL ESTATE,COAST NATIONAL BANK
2273165009,MIAMI,South,33541,Hospitality & Tourism,2/12/2017,100000,Default,82,Watchlist,12000,"KEITH N. ANDERSON, INC.",CAPITAL ONE NATL ASSOC
2273716004,NEW YORK,Northeast,12385,Education & Training Institutions,7/27/2016,104000,Active,0,Standard,12480,SUPER VIDEO,BBCN BANK
2279325010,MIAMI,South,34907,Construction,2/14/2017,55000,Default,141,Critical,6600,VIRTUE REAL ESTATE,WELLS FARGO BANK NATL ASSOC
2280915007,BOSTON,Northeast,2707,Food & Beverage Production,2/14/2017,10000,Active,0,Standard,1200,Parkside Postal,BBCN BANK
2281095001,PHOENIX,West,85941,Construction,2/15/2017,17924,Default,147,Critical,2150.88,GIE Enterprises,BANK OF AMERICA NATL ASSOC
2287155007,PHOENIX,West,86226,Construction,2/20/2017,77149,Default,99,Critical,9257.88,"THE STIRNKORB COMPANY,INC.",CAPITAL ONE NATL ASSOC
2291736003,ATLANTA,South,37544,Construction,8/1/2016,580000,Active,0,Standard,69600,ARRIAGA REAL ESTATE,"CAPITAL ACCESS GROUP, INC."
2292085004,DALLAS,South,79676,Construction,2/21/2017,78000,Default,170,Critical,9360,REMA,CALIFORNIA BANK & TRUST
2293315003,ATLANTA,South,35628,Retail & Wholesale Trade,2/21/2017,5000,Active,0,Standard,600,Liliana A. Ortiz dba Ortiz Con,BANK OF AMERICA NATL ASSOC
2296735006,DENVER,West,81493,Construction,2/25/2017,35331,Active,0,Standard,4239.72,"APR Capital One, Inc.",BANK OF AMERICA NATL ASSOC
2299724002,DENVER,West,80868,Construction,9/1/2008,30000,Active,0,Standard,3600,FRANKIAN PROPERTY MANAGEMENT,CALIFORNIA BANK & TRUST
2300445006,SEATTLE,West,98407,Agriculture & Farming,2/26/2017,59764,Default,174,Critical,7171.68,Lori Luporini,U.S. BANK NATIONAL ASSOCIATION
2300945003,MIAMI,South,32548,Construction,2/26/2017,481500,Default,87,Watchlist,57780,Rex Joshua Hahn (EPC) to Zion,HANMI BANK
2302585006,DALLAS,South,77975,Construction,2/27/2017,50000,Default,69,Watchlist,6000,ALLIANCE FUNDING,CAPITAL ONE NATL ASSOC
2304705009,ATLANTA,South,37806,Construction,2/27/2017,47000,Active,0,Standard,5640,"Citizen Enterprises, Inc.",BANK OF AMERICA NATL ASSOC
2305395003,PHOENIX,West,86442,Retail & Wholesale Trade,2/28/2017,49546,Default,72,Watchlist,5945.52,NORTHERN CA. LOAN PROCESSING C,U.S. BANK NATIONAL ASSOCIATION
2305614001,ATLANTA,South,35415,Healthcare Services,9/3/2008,300000,Active,0,Standard,36000,"PANTIC, INC",CALIFORNIA BANK & TRUST
2307626000,PHOENIX,West,85788,Construction,8/6/2016,74093,Default,152,Critical,8891.16,BASTIAN FKINANCIAL INC,JPMORGAN CHASE BANK NATL ASSOC
2311324004,DENVER,West,81493,Education & Training Institutions,9/8/2008,25000,Default,163,Critical,3000,OLYMPIC VIDEO & 1 HOUR PHOTO,BANK OF AMERICA CALIFORNIA N.A
2312265008,MIAMI,South,34277,Construction,3/4/2017,30000,Active,0,Standard,3600,"Avant Financial, Inc. dba Towe",BANK OF AMERICA NATL ASSOC
2315635007,NEW YORK,Northeast,12033,Mining & Quarrying,3/5/2017,300000,Active,0,Standard,36000,JV LEPIRE CORPORATION DBA ON-S,COMMUNITY BANK
2316745007,DENVER,West,81528,Construction,3/6/2017,50000,Default,106,Critical,6000,World Realty,BANK OF AMERICA NATL ASSOC
2317654010,NEW YORK,Northeast,13177,Information Technology Services,9/10/2008,134000,Active,0,Standard,16080,ASHLEY MEDICAL,U.S. BANK NATIONAL ASSOCIATION
2318865001,ATLANTA,South,34930,Retail & Wholesale Trade,3/7/2017,100000,Default,104,Critical,12000,MOHUN AND ASSOCIATES REALTY CO,CAPITAL ONE NATL ASSOC
2319515003,NEW YORK,Northeast,10384,Food & Beverage Production,3/7/2017,25000,Active,0,Standard,3000,Kandor Capital Corp.,BBCN BANK
2319666009,ATLANTA,South,34308,Information Technology Services,8/9/2016,60401,Active,0,Standard,7248.12,FUNDING WELL CAPITAL INC,MUFG UNION BANK NATL ASSOC
2323985007,NEW YORK,Northeast,13373,Construction,3/11/2017,15000,Default,171,Critical,1800,Kandola Mortgage Service,BANK OF AMERICA NATL ASSOC
2333175004,CHICAGO,Midwest,60581,Construction,3/14/2017,20500,Active,0,Standard,2460,"O'Neil Investments Holding, LL",BANK OF AMERICA NATL ASSOC
2334726001,HOUSTON,South,77149,Construction,8/15/2016,286000,Active,0,Standard,34320,ADAO & ASSOCIATES INC,BAY AREA EMPLOYMENT DEVEL CO
2337565000,BOSTON,Northeast,2156,Agriculture & Farming,3/15/2017,16972,Default,152,Critical,2036.64,Swedor Corporation dba Swedor,BANK OF AMERICA NATL ASSOC
2343654003,MIAMI,South,34223,Education & Training Institutions,9/21/2008,100000,Active,0,Standard,12000,MOVIES & MORE,WILSHIRE BANK
2343775000,MIAMI,South,32630,Construction,3/20/2017,22000,Default,59,Watchlist,2640,"Savant Estates, Inc.",BANK OF AMERICA NATL ASSOC
2345976001,HOUSTON,South,76813,Construction,8/20/2016,165000,Active,0,Standard,19800,"HAROON & ASSOCIATES, LLC",MORTGAGE CAP. DEVEL CORP
2346865009,DENVER,West,80683,Hospitality & Tourism,3/21/2017,38000,Default,166,Critical,4560,"A & C Paradise Investments, LL",BANK OF AMERICA NATL ASSOC
2348216002,NEW YORK,Northeast,10721,Construction,8/21/2016,724000,Active,0,Standard,86880,NEXT GENERATION REALTY SILICON,"CAPITAL ACCESS GROUP, INC."
2351984008,BOSTON,Northeast,1800,Construction,9/24/2008,32900,Active,0,Standard,3948,CAL BEST REALTY INC,BANK OF AMERICA CALIFORNIA N.A
2352695002,BOSTON,Northeast,1877,Transportation & Logistics,3/24/2017,200000,Default,116,Critical,24000,Miguel Armendarez and Neveen S,SOUTH CNTY BANK NATL ASSOC
2354195009,MIAMI,South,34875,Construction,3/25/2017,24796,Default,175,Critical,2975.52,Brescoll Industries Inc.,BANK OF AMERICA NATL ASSOC
2358446005,PHOENIX,West,85771,Retail & Wholesale Trade,8/23/2016,14994,Default,101,Critical,1799.28,DIGLADO INC,WELLS FARGO BANK NATL ASSOC
2358795009,BOSTON,Northeast,2040,Healthcare Services,3/26/2017,40000,Default,75,Watchlist,4800,Ali's Rent A Car Inc.,BANK OF AMERICA NATL ASSOC
2359235007,DALLAS,South,78486,Retail & Wholesale Trade,3/27/2017,100000,Active,0,Standard,12000,WANG JIANG RE PARTNERSHIP,CAPITAL ONE NATL ASSOC
2359466002,MIAMI,South,32675,Construction,8/24/2016,95209,Default,66,Watchlist,11425.08,ALLEGIANT HOMES AND LOANS INC,WELLS FARGO BANK NATL ASSOC
2362456000,MIAMI,South,34835,E-commerce & Online Marketplaces,8/24/2016,371000,Active,0,Standard,44520,ATLAS DIGITAL,CDC SMALL BUS. FINAN CORP
2362985010,CHICAGO,Midwest,61772,Consulting Services,3/28/2017,85125,Default,49,Watchlist,10215,"MCGRATH MOVING & STORAGE, INC.",U.S. BANK NATIONAL ASSOCIATION
2364154005,BOSTON,Northeast,2592,Advertising & Marketing Agencies,9/29/2008,970000,Active,0,Standard,116400,SPRING FIELD BANQUET & CONFERE,U.S. BANK NATIONAL ASSOCIATION
2365985005,BOSTON,Northeast,2096,Construction,3/29/2017,49700,Default,121,Critical,5964,"Ayala Realty & Investments, In",BANK OF AMERICA NATL ASSOC
2369886003,DENVER,West,81131,Construction,8/28/2016,598000,Active,0,Standard,71760,GENTE REAL ESTATE INC,MORTGAGE CAP. DEVEL CORP
2372955005,NEW YORK,Northeast,14876,Textile & Apparel,4/3/2017,116738,Default,49,Watchlist,14008.56,"SDK HOLDINGS, LLC",CAPITAL ONE NATL ASSOC
2373056004,DALLAS,South,75763,Construction,8/29/2016,1003000,Active,0,Standard,120360,UNION REAL ESTATE INC,MORTGAGE CAP. DEVEL CORP
2373156010,ATLANTA,South,37432,Construction,8/29/2016,676500,Default,156,Critical,81180,MARIELENA BAUMANN,WELLS FARGO BANK NATL ASSOC
